"","x","y"
"1",1.14285714285714,4.8
"2",1.28571428571429,3.6
"3",1.14285714285714,11.8
"4",6.875,5.2
"5",2,4.4
"6",1.14285714285714,5.8
"7",0.714285714285714,12.2
"8",1.14285714285714,11.8
"9",0.857142857142857,12.2
"10",0.857142857142857,9.4
"11",1.28571428571429,12.2
"12",1.28571428571429,0.4
"13",1,5.8
"14",1.28571428571429,2.8
"15",1.14285714285714,2.6
"16",1.28571428571429,5.8
"17",2.85714285714286,3.2
"18",1.42857142857143,5.8
"19",1.71428571428571,6.8
"20",1.57142857142857,3.2
"21",0.857142857142857,4.6
"22",0.857142857142857,12.4
"23",1,7
"24",1.28571428571429,7.8
"25",1.14285714285714,2.4
"26",1,7.4
"27",1.14285714285714,5.4
"28",2.57142857142857,4
"29",1.14285714285714,11
"30",1,9.4
"31",1,2
"32",0.714285714285714,7.4
"33",1,6.8
"34",1.14285714285714,5.8
"35",1.28571428571429,2.2
"36",1.28571428571429,9.6
"37",1.14285714285714,3.4
"38",0.857142857142857,5.8
"39",0.857142857142857,7
"40",1.14285714285714,9.4
"41",1.42857142857143,4.6
"42",1.57142857142857,2.8
"43",1.85714285714286,7
"44",1.42857142857143,4.6
"45",2.28571428571429,6.8
"46",1.14285714285714,5.8
"47",0.857142857142857,9.4
"48",1.28571428571429,5.8
"49",0.714285714285714,7.4
"50",8,8
"51",0.857142857142857,5.6
"52",1.28571428571429,2.2
"53",0.857142857142857,6.8
"54",1.28571428571429,3.6
"55",2,7.2
"56",1.14285714285714,3.4
"57",0.714285714285714,9.2
"58",0.857142857142857,5.4
"59",0.857142857142857,12.2
"60",0.857142857142857,5.8
"61",1.14285714285714,2.4
"62",0.714285714285714,7.4
"63",1,5.8
"64",1.14285714285714,9.2
"65",1,7.4
"66",1.14285714285714,5.4
"67",1.28571428571429,8.2
"68",0.571428571428571,11.6
"69",1.14285714285714,11.6
"70",1,5.4
"71",3.42857142857143,3.6
"72",0.857142857142857,7
"73",1.14285714285714,12.4
"74",2.28571428571429,2.8
"75",1.85714285714286,7
"76",1.42857142857143,5.8
"77",1.14285714285714,5.8
"78",1,4.6
"79",1.14285714285714,3.6
"80",1.28571428571429,3.2
"81",1.14285714285714,5.4
"82",1.14285714285714,3.8
"83",1.28571428571429,2.2
"84",1.42857142857143,12.6
"85",1.57142857142857,5.8
"86",1.42857142857143,4.4
"87",1.42857142857143,3.2
"88",1.28571428571429,5.8
"89",1,5.8
"90",1.14285714285714,2
"91",1.42857142857143,9.4
"92",1,9.4
"93",1.57142857142857,2.4
"94",1.14285714285714,5.8
"95",1.14285714285714,2
"96",1,5.8
"97",0.857142857142857,5.8
"98",1.125,12.2
"99",1,3.4
"100",1.71428571428571,7
"101",0.428571428571429,7.2
"102",0.857142857142857,5.8
"103",1.14285714285714,1.4
"104",2.28571428571429,4.8
"105",1.14285714285714,1.4
"106",1.28571428571429,5.8
"107",1.57142857142857,9.4
"108",1.57142857142857,8.2
"109",1.14285714285714,5.4
"110",1.28571428571429,8.2
"111",0.428571428571429,11.2
"112",0.714285714285714,10.8
"113",0.428571428571429,7.6
"114",0.857142857142857,5.2
"115",0.714285714285714,3
"116",0.428571428571429,5.6
"117",1.28571428571429,7.6
"118",1.28571428571429,4.4
"119",0.714285714285714,1.4
"120",1.71428571428571,6
"121",1,2.4
"122",0.142857142857143,9.6
"123",1.28571428571429,4.6
"124",0.285714285714286,9
"125",1.14285714285714,2.8
"126",1,1.6
"127",0.571428571428571,11.2
"128",0.714285714285714,2.2
"129",0.857142857142857,9
"130",0.714285714285714,11.8
"131",0.714285714285714,4.6
"132",0.857142857142857,10.2
"133",0.714285714285714,3.2
"134",0.857142857142857,11.6
"135",1.14285714285714,11.6
"136",1,10.6
"137",3.14285714285714,3.8
"138",1.14285714285714,12
"139",0.571428571428571,10.2
"140",1,10.2
"141",1.71428571428571,5.8
"142",0.714285714285714,3.8
"143",1.42857142857143,6.4
"144",0.428571428571429,1.6
"145",1.28571428571429,3.6
"146",0.571428571428571,11.6
"147",0.714285714285714,7.6
"148",1.14285714285714,11.6
"149",1.28571428571429,2.6
"150",0.714285714285714,4.8
"151",1,2
"152",1.85714285714286,5
"153",0.571428571428571,7.2
"154",1.85714285714286,6.4
"155",0.428571428571429,10.2
"156",1,7.8
"157",1,8.6
"158",1.28571428571429,10.8
"159",1.14285714285714,6.6
"160",0.714285714285714,6.8
"161",1.14285714285714,6.8
"162",1.42857142857143,6.4
"163",0.714285714285714,11.4
"164",0.714285714285714,1.8
"165",1.85714285714286,3.8
"166",1.14285714285714,9.4
"167",1.71428571428571,3
"168",0.571428571428571,7.6
"169",1.42857142857143,4.4
"170",0.428571428571429,11.2
"171",1,4.4
"172",1.28571428571429,8.8
"173",1,11.6
"174",1.28571428571429,5.8
"175",0.571428571428571,4.6
"176",1.57142857142857,10.4
"177",0.857142857142857,8.6
"178",0.857142857142857,2.8
"179",3.28571428571429,6
"180",1.14285714285714,8.6
"181",0.428571428571429,12.2
"182",0.142857142857143,11.2
"183",0.285714285714286,12
"184",0.428571428571429,11.2
"185",0.571428571428571,3
"186",0.714285714285714,7.4
"187",1.14285714285714,10.8
"188",0.285714285714286,11.8
"189",1,3.6
"190",0.857142857142857,4.8
"191",0.857142857142857,4.2
"192",1.85714285714286,5
"193",0.428571428571429,11.4
"194",0.857142857142857,4.2
"195",0.571428571428571,7.6
"196",1.14285714285714,1
"197",1,2.8
"198",0.571428571428571,8
"199",1.14285714285714,6.4
"200",1.71428571428571,5.8
"201",0.428571428571429,11.6
"202",0.285714285714286,12
"203",1.28571428571429,11.4
"204",0.714285714285714,11.4
"205",0.571428571428571,8.6
"206",1.28571428571429,4.6
"207",0.857142857142857,2.2
"208",1,6.6
"209",0.857142857142857,8.6
"210",0.714285714285714,5
"211",7.85714285714286,5.6
"212",0.285714285714286,4
"213",0.142857142857143,7.4
"214",0.142857142857143,7.6
"215",0.428571428571429,1
"216",0.571428571428571,3.6
"217",1.71428571428571,5.8
"218",0.142857142857143,11.6
"219",0.714285714285714,11
"220",1.57142857142857,6
"221",5.57142857142857,7.6
"222",7,4
"223",5.14285714285714,5.8
"224",9.71428571428571,7.8
"225",5.28571428571429,6
"226",4.85714285714286,5
"227",8.14285714285714,7.8
"228",9,8
"229",7.57142857142857,6.8
"230",8.42857142857143,6.8
"231",7.71428571428571,7.6
"232",7,7.8
"233",5.42857142857143,5.2
"234",6.42857142857143,6.4
"235",8.85714285714286,7.4
"236",6.42857142857143,7.8
"237",7.57142857142857,6.8
"238",6.14285714285714,6.8
"239",6.57142857142857,6.8
"240",7.42857142857143,8
"241",7.57142857142857,6.2
"242",4.875,5
"243",9.42857142857143,6.6
"244",7,7.4
"245",5.71428571428571,7.8
"246",7.42857142857143,7.5
"247",8.71428571428571,7
"248",6.71428571428571,7.8
"249",7.14285714285714,7.2
"250",5.28571428571429,6.8
"251",8.28571428571429,7.8
"252",6.85714285714286,8
"253",5.85714285714286,5.8
"254",5.28571428571429,5.6
"255",5.28571428571429,7.8
"256",7.42857142857143,6.8
"257",8.14285714285714,7.8
"258",5.57142857142857,8.4
"259",7,7.2
"260",4.85714285714286,8
"261",4.85714285714286,4
"262",5.71428571428571,7.8
"263",5.71428571428571,7.8
"264",7.42857142857143,6
"265",5.14285714285714,7.2
"266",6.71428571428571,5.4
"267",8.57142857142857,7.6
"268",7,7.2
"269",3.57142857142857,8.2
"270",5.85714285714286,7.8
"271",8.71428571428571,6.6
"272",8.42857142857143,6
"273",8.28571428571429,7.6
"274",5,7.8
"275",7.71428571428571,4.8
"276",6.71428571428571,5
"277",5.14285714285714,7.8
"278",8,6.6
"279",8.57142857142857,6.6
"280",7.28571428571429,6.4
"281",4.14285714285714,5.6
"282",8,5.2
"283",4.42857142857143,6.6
"284",7.57142857142857,7.6
"285",7.14285714285714,7.8
"286",6.14285714285714,4.8
"287",8.85714285714286,6.4
"288",7.28571428571429,5.2
"289",6.42857142857143,6.2
"290",5.71428571428571,6
"291",5.14285714285714,7.6
"292",4.85714285714286,6.6
"293",7.85714285714286,6.4
"294",8.71428571428571,7.4
"295",10.1428571428571,7.6
"296",6,5.2
"297",8.71428571428571,6
"298",8.28571428571429,6.6
"299",8.28571428571429,7
"300",8.42857142857143,6.4
"301",6.57142857142857,7.8
"302",6.42857142857143,6.8
"303",6.85714285714286,6.6
"304",7.14285714285714,6
"305",7.57142857142857,6
"306",7.85714285714286,6.6
"307",7.57142857142857,6.8
"308",6.28571428571429,5.8
"309",5.85714285714286,6.6
"310",4.85714285714286,5
"311",5.42857142857143,7.4
"312",10,5
"313",6.57142857142857,6.8
"314",6.28571428571429,7.6
"315",7.71428571428571,8
"316",5.71428571428571,7.6
"317",8.14285714285714,7.4
"318",8.42857142857143,6.2
"319",6.42857142857143,7.6
"320",7.14285714285714,5.4
"321",8,5.4
"322",6.14285714285714,7.6
"323",6,6.8
"324",7.42857142857143,5.4
"325",4.14285714285714,5.2
"326",4.85714285714286,5.8
"327",6.71428571428571,5.8
"328",8.42857142857143,6.8
"329",8,6.8
"330",6,6
"331",11.4285714285714,6.6
"332",10.2857142857143,5.4
"333",9.42857142857143,7.2
"334",11.2857142857143,6.6
"335",11.2857142857143,6.4
"336",10.2857142857143,5
"337",12.7142857142857,7.4
"338",10.2857142857143,7.2
"339",8.57142857142857,7.6
"340",10.2857142857143,7.4
"341",8.28571428571429,6.6
"342",10,7.6
"343",9.57142857142857,5.6
"344",8.85714285714286,6.6
"345",10.7142857142857,5.4
"346",12.2857142857143,7.4
"347",11.7142857142857,5.8
"348",8.57142857142857,7
"349",11,5.2
"350",9.57142857142857,7.6
"351",9.28571428571429,7.2
"352",9.42857142857143,7.6
"353",10.8571428571429,7.6
"354",9.14285714285714,6
"355",9.71428571428571,7.4
"356",10.1428571428571,7.2
"357",9.57142857142857,6.2
"358",10.4285714285714,7.2
"359",9.42857142857143,7.2
"360",10.1428571428571,7.4
"361",9.85714285714286,7.4
"362",9.28571428571429,6.8
"363",9.85714285714286,5
"364",9.28571428571429,7.6
"365",10,7.2
"366",10.1428571428571,7.4
"367",8.28571428571429,4.6
"368",10.5714285714286,7.4
"369",8.85714285714286,5
"370",8.57142857142857,5.6
"371",8.57142857142857,4
"372",9.14285714285714,7.2
"373",8.14285714285714,7.8
"374",8.28571428571429,7.6
"375",8.85714285714286,7.6
"376",8.28571428571429,6.8
"377",11.7142857142857,7
"378",10.2857142857143,7.4
"379",7.85714285714286,6.8
"380",10.2857142857143,7.2
"381",8.57142857142857,4.6
"382",10,7
"383",9.14285714285714,7.6
"384",9.42857142857143,7.6
"385",9.85714285714286,7.4
"386",9.85714285714286,7.4
"387",11.5714285714286,7
"388",10.2857142857143,7
"389",9.57142857142857,7.2
"390",8.85714285714286,7.4
"391",11.4285714285714,6.8
"392",9.42857142857143,7.4
"393",9.57142857142857,7.6
"394",10.1428571428571,6.8
"395",10.5714285714286,5.8
"396",10.1428571428571,7.2
"397",8.71428571428571,7.8
"398",10.5714285714286,5.4
"399",7.71428571428571,4.4
"400",7.57142857142857,5.2
"401",8.42857142857143,7.2
"402",8.28571428571429,6.4
"403",9.42857142857143,7.2
"404",10.2857142857143,5
"405",10.1428571428571,7.4
"406",9.57142857142857,7.4
"407",9,6.2
"408",10.2857142857143,7.4
"409",8.28571428571429,4.6
"410",10.1428571428571,7.2
"411",8.28571428571429,7.6
"412",7.71428571428571,7.6
"413",8.42857142857143,4.6
"414",9.28571428571429,7.6
"415",9.57142857142857,7.4
"416",9.85714285714286,7.6
"417",8.71428571428571,7.4
"418",11.7142857142857,6.6
"419",8.42857142857143,7.4
"420",8.57142857142857,7.6
"421",9.71428571428571,7.2
"422",9.28571428571429,8
"423",9,7.4
"424",10.2857142857143,7.4
"425",9.57142857142857,7.4
"426",10.2857142857143,6.2
"427",10.8571428571429,5.4
"428",9.57142857142857,7
"429",10.1428571428571,6.2
"430",10.4285714285714,7.2
"431",9.85714285714286,7.4
"432",9.14285714285714,6.6
"433",13.7142857142857,6
"434",10.2857142857143,5
"435",10.8571428571429,6.8
"436",10.7142857142857,6.4
"437",8,6
"438",9.28571428571429,7.4
"439",8.28571428571429,6.2
"440",8.42857142857143,7.8
"441",1.42857142857143,5.8
"442",1.14285714285714,8.4
"443",1,10.2
"444",1.42857142857143,6.4
"445",1.14285714285714,8.8
"446",1,7.4
"447",1.57142857142857,7.4
"448",1.57142857142857,7.8
"449",1.28571428571429,8.8
"450",1.14285714285714,9
"451",1,9.4
"452",1.14285714285714,7.4
"453",2,7.4
"454",0.857142857142857,10.8
"455",2,7.4
"456",0.714285714285714,8.8
"457",0.714285714285714,8.8
"458",6.71428571428571,7.2
"459",1.14285714285714,10.8
"460",1.85714285714286,7.4
"461",1,8
"462",0.857142857142857,10.8
"463",1,6.8
"464",1.28571428571429,7.6
"465",1.28571428571429,8.6
"466",1.28571428571429,7.8
"467",1.42857142857143,6.4
"468",1.42857142857143,8.6
"469",0.857142857142857,8.4
"470",1.14285714285714,10.8
"471",1.85714285714286,7.4
"472",1.14285714285714,10.6
"473",1,9
"474",1,9
"475",1.42857142857143,6.4
